STATUS PROCESSO;CÓDIGO;DESCRIÇÃO;QUANTIDADE;NÍVEL DE URGÊNCIA;FAMILIA;PO# REF;FORNECEDOR;PREV. CHEGADA CD;DATA REAL CHEGADA CD;PREV. ATRACAÇÃO;DATA REAL ATRACAÇÃO ;QTDE 40';QTDE 20';SEMANA;PARES;TOP FAMILIA;ESTOQUE;BACKORDER;MÉDIA;COBERTURA CHEGANDO;COBERTURA HOJE;COBERTURA TOTAL
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);65.600,00;ESTÁVEL;EQUIPOS;IMP000029-WEIGAO-A;WEIGAO;19/07/2026;(vazio);09/07/2026;(vazio);4;(vazio);;;FAMILIA 50%;7143;0;100000;0,7;0,1;0,7
EMBARCADO;7446;AGULHA LEBEL 30GX4X0,30 C/100 PROBEAUTY;3.000,00;ESTÁVEL;AGULHAS ANESTESICA;26.01-MAGU-B;MEDICO IND.;20/07/2026;(vazio);10/07/2026;(vazio);(vazio);(vazio);;;OUTROS;590;0;800;3,8;0,7;4,5
EMBARCADO;7448;AGULHA LEBEL 32GX4X0,23 C/100 PROBEAUTY;3.000,00;CRÍTICO;AGULHAS ANESTESICA;26.01-MAGU-B;MEDICO IND.;20/07/2026;(vazio);10/07/2026;(vazio);(vazio);(vazio);;;OUTROS;0;0;4000;0,8;0;0,8
EMBARCADO;3940;CATETER INTRA PUR SEG 20G C/100 (PM);1.000,00;ESTÁVEL;CATETERES SIMPLES;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;2620;0;800;1,3;3,3;4,5
EMBARCADO;3941;CATETER INTRA PUR SEG 22G C/100 (PM);5.000,00;ESTÁVEL;CATETERES DE SEGURANCA;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;8210;0;800;6,3;10,3;16,5
EMBARCADO;3942;CATETER INTRA PUR SEG 24G C/100 (PM);5.000,00;ESTÁVEL;CATETERES SIMPLES;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;5867;0;500;10;11,7;21,7
EMBARCADO;4950;BOLSA COL URINA S/F 2000 ML;468;ESTÁVEL;BOLSA DE URINA;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;74001;0;35000;0;2,1;2,1
EM PRODUÇÃO;3949;TUBO MINI 0.5ML SECO/ATIVADOR C/50 (IM);2.200,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;0;FAMILIA 50%;1459;0;500;4,4;2,9;7,3
EM PRODUÇÃO;3950;TUBO MINI 0.5ML COM GEL C/50 (IM);3.000,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;0;FAMILIA 50%;3567;0;600;5;5,9;10,9
EM PRODUÇÃO;3952;TUBO MINI 0.5ML EDTA K2 C/ 50 (IM);21.000,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;0;FAMILIA 50%;4324;0;4000;5,3;1,1;6,3
EM PRODUÇÃO;3953;TUBO MINI 0.5ML FLUOR DE SODIO C/50 (IM);1.000,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;0;FAMILIA 50%;813;0;312;3,2;2,6;5,8
EM PRODUÇÃO;50067;TUBO PRETO VHS 1,6ML VIDRO C/100 (IM);1.250,00;ESTÁVEL;TUBOS VACUO DE VIDRO;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;822;0;250;5;3,3;8,3
EM PRODUÇÃO;4253;SCALP VACUO 21G C/100 (JH);16.300,00;ESTÁVEL;SCALPS A VACUO;IMP000028-HONGDA;HONGDA;29/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;0;FAMILIA 80%;16830;0;8000;2;2,1;4,1
EM PRODUÇÃO;4254;SCALP VACUO 23G C/100 (JH);16.300,00;PRIORIDADE;SCALPS A VACUO;IMP000028-HONGDA;HONGDA;29/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;14486;0;8000;2;1,8;3,8
EM PRODUÇÃO;7008;AGULHA CANETA INSUL C/100 31GH;500;ESTÁVEL;AGULHAS;IMP000028-HONGDA;HONGDA;29/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);;;OUTROS;456;0;11;46,9;42,8;89,6
PRONTO PARA EMBARQUE;80;SCALP INFUSAO 21G LOCK PVC C/100 SOLIDOR;6.000,00;ESTÁVEL;EQUIPOS;26.02-MEQ-2;MEDICO IND.;30/07/2026;(vazio);23/07/2026;(vazio);3;(vazio);;;FAMILIA 80%;4954;0;3907;1,5;1,3;2,8
PRONTO PARA EMBARQUE;82;SCALP INFUSAO 25G LOCK PVC C/100 SOLIDOR;3.000,00;CRÍTICO;SCALPS SIMPLES;26.02-MEQ-2;MEDICO IND.;30/07/2026;(vazio);23/07/2026;(vazio);3;(vazio);;;FAMILIA 80%;0;0;2500;1,2;0;1,2
PRONTO PARA EMBARQUE;83;SCALP INFUSAO 27G LOCK PVC C/100 SOLIDOR;2.000,00;ESTÁVEL;EQUIPOS;26.02-MEQ-2;MEDICO IND.;30/07/2026;(vazio);23/07/2026;(vazio);3;(vazio);;;FAMILIA 80%;724;0;250;8;2,9;10,9
PRONTO PARA EMBARQUE;86;SCALP INFUSAO 23G LOCK PGC C/100 SOLIDOR;1.000,00;CRÍTICO;SCALPS SIMPLES;26.02-MEQ-2;MEDICO IND.;30/07/2026;(vazio);23/07/2026;(vazio);3;(vazio);;;FAMILIA 80%;0;0;250;4;0;4
PRONTO PARA EMBARQUE;487;EQUIPO TRANSF SANGUE CAM2 C/100 LAMEDID;3.000,00;ESTÁVEL;EQUIPOS;26.02-MEQ-2;MEDICO IND.;30/07/2026;(vazio);23/07/2026;(vazio);3;(vazio);;;FAMILIA 80%;6090;0;2000;1,5;3;4,5
EM PRODUÇÃO;5465;TUBO AMARELO GEL 3,5ML PLAST C/100 (AY);10.008,00;ESTÁVEL;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;4037;0;8000;1,3;0,5;1,8
EM PRODUÇÃO;5466;TUBO AMARELO GEL 5ML PLAST C/100 (AY);7.500,00;ESTÁVEL;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;624;0;9000;0,8;0,1;0,9
EM PRODUÇÃO;5467;TUBO AMARELO GEL 8ML PLAST C/100 (AY);1.500,00;ESTÁVEL;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;2953;0;600;2,5;4,9;7,4
EM PRODUÇÃO;50145N;TUBO VERM SILIC 4ML PLAST C/100 (AY);6.000,00;CRÍTICO;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;0;0;3000;2;0;2
EM PRODUÇÃO;50148N;TUBO ROXO EDTA K3 4ML PLAST C/100 (AY);36.000,00;CRÍTICO;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;0;0;12000;3;0;3
EM PRODUÇÃO;50149N;TUBO ROXO EDTA K2 2ML PLAST C/100 (AY);6.000,00;PRIORIDADE;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;0;0;2000;3;0;3
EM PRODUÇÃO;50150N;TUBO AZUL CITRATO 1,8ML PLT C/100 (AY);6.000,00;CRÍTICO;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;0;0;2000;3;0;3
EM PRODUÇÃO;50151N;TUBO AZUL CITRATO 3,6ML PLT C/100 (AY);10.008,00;PRIORIDADE;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;0;0;1700;5,9;0;5,9
EM PRODUÇÃO;50153N;TUBO CINZA FLUORETO 4ML PLAST C/100 (AY);12.000,00;PRIORIDADE;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;31/07/2026;(vazio);21/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;0;0;2500;4,8;0;4,8
PRONTO PARA EMBARQUE;484;BOLSA COL URINA S/F  C/100 SOLIDOR;500;PRIORIDADE;BOLSA DE URINA;IMP000013-MEDLINE;MEDLINE;31/07/2026;(vazio);21/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!
PRONTO PARA EMBARQUE;485;BOLSA COL URINA C/F C/100 SOLIDOR;300;PRIORIDADE;BOLSA DE URINA;IMP000013-MEDLINE;MEDLINE;31/07/2026;(vazio);21/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!
PRONTO PARA EMBARQUE;AM80201;AGULHA HIPODERMICA SEG 20X5,5 (ML);31;CRÍTICO;AGULHAS DE SEGURANCA;IMP000014-MEDLINE-SAMPLES;MEDLINE;31/07/2026;(vazio);21/07/2026;(vazio);1;(vazio);;;#N/D;0;0;#N/D;#N/D;#N/D;#N/D
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);65.600,00;ESTÁVEL;EQUIPOS;IMP000027-WEIGAO;WEIGAO;01/08/2026;(vazio);22/07/2026;(vazio);4;(vazio);;;FAMILIA 50%;7143;0;100000;0,7;0,1;0,7
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);65.600,00;ESTÁVEL;EQUIPOS;IMP000029-WEIGAO-B;WEIGAO;02/08/2026;(vazio);23/07/2026;(vazio);4;(vazio);;;FAMILIA 50%;7143;0;100000;0,7;0,1;0,7
EM PRODUÇÃO;4257;SCALP INFUSAO SEG 21G C/100 (ML);2.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;0;OUTROS;939;0;236;8,5;4;12,4
EM PRODUÇÃO;4258;SCALP INFUSAO SEG 23G C/100 (ML);3.500,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;0;OUTROS;213;0;750;4,7;0,3;5
EM PRODUÇÃO;4259;SCALP INFUSAO SEG 25G C/100 (ML);1.300,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;40;0;96;13,5;0,4;13,9
EM PRODUÇÃO;4262;SCALP VACUO SEG 21G C/100 (ML);4.500,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;944;0;800;5,6;1,2;6,8
EM PRODUÇÃO;4263;SCALP VACUO SEG 23G C/100 (ML);15.000,00;ESTÁVEL;SCALP;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;2189;0;1801;8,3;1,2;9,5
EM PRODUÇÃO;4264;SCALP VACUO SEG 25G C/100 (ML);4.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;0;FAMILIA 80%;232;0;159;25,2;1,5;26,6
EM PRODUÇÃO;80197;AGULHA HIPODERMICA SEG 20X6 (ML);3.000,00;CRÍTICO;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;0;0;1000;3;0;3
EM PRODUÇÃO;80198;AGULHA HIPODERMICA SEG 30X8 C/100 LABOR;3.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;2863;0;789;3,8;3,6;7,4
EM PRODUÇÃO;80199;AGULHA HIPODERMICA SEG 30X7 C/100 LABOR;5.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;360;0;500;10;0,7;10,7
EM PRODUÇÃO;80200;AGULHA HIPODERMICA SEG 13X4,5 C/100 LABOR;5.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;51;0;1000;5;0,1;5,1
EM PRODUÇÃO;80201;AGULHA HIPODERMICA SEG 20X5,5 (ML);500;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;42;0;295;1,7;0,1;1,8
EM PRODUÇÃO;80203;AGULHA HIPODERMICA SEG 25X8 C/100 LABOR;2.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;919;0;2000;1;0,5;1,5
EM PRODUÇÃO;80204;AGULHA HIPODERMICA SEG 40X12 C/100 LABOR;15.000,00;CRÍTICO;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;04/08/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);;;OUTROS;0;0;5000;3;0;3
PRONTO PARA EMBARQUE;4253;SCALP VACUO 21G C/100 (JH);11.000,00;ESTÁVEL;SCALPS A VACUO;26.01-HONGDA;HONGDA;07/08/2026;(vazio);28/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;16830;0;8000;1,4;2,1;3,5
PRONTO PARA EMBARQUE;4254;SCALP VACUO 23G C/100 (JH);11.000,00;PRIORIDADE;SCALPS A VACUO;26.01-HONGDA;HONGDA;07/08/2026;(vazio);28/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;14486;0;8000;1,4;1,8;3,2
PRONTO PARA EMBARQUE;4255;SCALP VACUO 25G C/100 (JH);1.400,00;PRIORIDADE;SCALPS A VACUO;26.01-HONGDA;HONGDA;07/08/2026;(vazio);28/07/2026;(vazio);1;(vazio);;;FAMILIA 80%;2496;0;1000;1,4;2,5;3,9
EM PRODUÇÃO;374;TORNEIRA 3 VIAS LOCK C/TRAV C/50 SOLIDOR;10.000,00;ESTÁVEL;TORNEIRAS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);;374 | 9602;OUTROS;20066;0;8000;1,3;2,5;3,8
EM PRODUÇÃO;375;TORNEIRA 3 VIAS SLIP S/TRAV C/50 SOLIDOR;5.000,00;ESTÁVEL;TORNEIRAS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);;375 | 9603;OUTROS;4089;0;1200;4,2;3,4;7,6
EM PRODUÇÃO;378;SERINGA HIP S/AG SLIP 5ML C/100 PROCARE;12.510,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);;378 | 6038 | 5478;FAMILIA 80%;0;0;4000;3,1;0;3,1
EM PRODUÇÃO;379;SERINGA HIP S/AG SLIP 10ML C/100 PROCARE;11.508,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);;379 | 6036;FAMILIA 80%;0;0;3500;3,3;0;3,3
EM PRODUÇÃO;404;SERINGA HIP S/AG SLIP 20ML C/50 PROCARE;10.000,00;PRIORIDADE;HOSPITALAR;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;125;0;5000;2;0;2
EM PRODUÇÃO;4737;TAMPA LUER C/ MEMBRANA C/250 (BM);1.500,00;ESTÁVEL;TAMPA PARA CONECTOR;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);;0;OUTROS;1370;0;500;3;2,7;5,7
EM PRODUÇÃO;3801;ESCOVA CERVICAL C/100 (SW);6.000,00;ESTÁVEL;ESCOVAS;IMP000072-WEIGAO;WEIGAO;12/08/2026;(vazio);02/08/2026;(vazio);(vazio);(vazio);;3801 | 3802;OUTROS;2165;0;500;12;4,3;16,3
EM PRODUÇÃO;3802;ESCOVA CERVICAL ESTERIL C/100 (SW);6.000,00;ESTÁVEL;ESCOVAS;IMP000072-WEIGAO;WEIGAO;12/08/2026;(vazio);02/08/2026;(vazio);(vazio);(vazio);;3801 | 3802;OUTROS;3029;0;1500;4;2;6
EM PRODUÇÃO;5019;ADAPTADOR P/ AGULHA A VACUO PADRAO (SW);120.000,00;ESTÁVEL;ADAPTADORES PARA TUBOS A VACUO;IMP000072-WEIGAO;WEIGAO;12/08/2026;(vazio);02/08/2026;(vazio);(vazio);(vazio);;0;OUTROS;82269;0;40000;3;2,1;5,1
ARTWORK;86003;ALCOOL SWAB SACHE C/100 (PH);364.000,00;ESTÁVEL;SACHES;IMP000042-PHOENIX;PHOENIX;13/08/2026;(vazio);03/08/2026;(vazio);2;(vazio);;86003 | 86004;FAMILIA 80%;184326;0;75000;4,9;2,5;7,3
EM PRODUÇÃO;267;CANULA NASAL ADU T/O C/EXT C/100 SOLIDOR;3.000,00;ESTÁVEL;CANULAS NASAIS DE OXIGENIO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;5451;0;3000;1;1,8;2,8
EM PRODUÇÃO;268;ESFIGMOMANOMETRO AZUL METAL SOLIDOR;1.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;2671;0;350;4,3;7,6;11,9
EM PRODUÇÃO;289;BRACADEIRA AP DE PRESSAO VELCRO SOLIDOR;1.600,00;ESTÁVEL;OUTROS EQUIPAMENTOS;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;2332;0;120;13,3;19,4;32,8
EM PRODUÇÃO;291;MANGUITO P/ APARELHO DE PRESSAO SOLIDOR;400;ESTÁVEL;OUTROS EQUIPAMENTOS;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;809;0;100;4;8,1;12,1
EM PRODUÇÃO;292;VALVULA APARELHO DE PRESSAO SOLIDOR;2.000,00;ESTÁVEL;OUTROS EQUIPAMENTOS;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;408;0;1000;2;0,4;2,4
EM PRODUÇÃO;308;MANOMETRO SOLIDOR;2.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;346;0;20;125;17,3;142,3
EM PRODUÇÃO;490;FIO POLIPROP 1/2 0 AG40 C/24 PROCARE;800;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;218;0;50;16;4,4;20,4
EM PRODUÇÃO;558;KIT ESFIGMOMANOMETRO VELCRO SOLIDOR;5.000,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;3345;0;1000;5;3,3;8,3
EM PRODUÇÃO;560;KIT METAL ESFIGMOMANOMETRO SOLIDOR;3.000,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;560 | 592;OUTROS;2007;0;400;7,5;5;12,5
EM PRODUÇÃO;589;ESTETOSCOPIO HN SIMPLES-PRETO SOLIDOR;1.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;290;0;600;2,5;0,5;3
EM PRODUÇÃO;590;ESTETOSCOPIO HN DUPLO-PRETO SOLIDOR;1.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;0;OUTROS;303;0;500;3;0,6;3,6
EM PRODUÇÃO;591;KIT ESTETOSCOPIO VELCRO SIMPLES SOLIDOR;5.000,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;558 | 591;OUTROS;3345;0;1000;5;3,3;8,3
EM PRODUÇÃO;592;KIT ESTETOSCOPIO METAL SIMPLES SOLIDOR;3.000,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;560 | 592;OUTROS;2007;0;400;7,5;5;12,5
EM PRODUÇÃO;721;ESFIGMOMANOMETRO PRETO VELCRO SOLIDOR;1.500,00;CRÍTICO;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;0;OUTROS;0;0;1000;1,5;0;1,5
EM PRODUÇÃO;1072;ESTETOSCOPIO HN DUPLO AZUL SOLIDOR;1.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;OUTROS;1751;0;100;15;17,5;32,5
EM PRODUÇÃO;5231;FIO NYLON 3/8 3.0 AG20 C/24 PROCARE - D;30.000,00;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;231 | 5231;FAMILIA 50%;30313;0;4000;7,5;7,6;15,1
EM PRODUÇÃO;5232;FIO AGULHADO NYLON 3025 C/24 PROCARE;4.000,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;#N/D;#N/D;3351;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5235;FIO AGULHADO NYLON 4025 C/24 PROCARE;6.000,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;235 | 5235;FAMILIA 50%;5496;0;315;19;17,4;36,5
EM PRODUÇÃO;5236;FIO AGULHADO NYLON 3/8 4.0 AG30 C/24 PROCARE;5.000,00;CRÍTICO;FIO AGULHADO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;236 | 5236;FAMILIA 50%;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!
EM PRODUÇÃO;5237;FIO AGULHADO NYLON 5015 C/24 PROCARE;4.000,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;#N/D;#N/D;1401;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5239;FIO AGULHADO NYLON 5025 C/24 PROCARE;2.000,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;#N/D;#N/D;1766;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5244;FIO AGULHADO NYLON 3/8 0 AG25 C/24 PROCARE;320;CRÍTICO;FIO AGULHADO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;#N/D;#N/D;0;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5249;FIO AGULHADO NYLON 130 C/24 PROCARE;1.520,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;5239 | 239;FAMILIA 50%;672;0;50;30,4;13,4;43,8
EM PRODUÇÃO;5415;FIO NYLON 1/2 3.0 AG20 C/24 PROCARE;3.000,00;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;40;0;229;13,1;0,2;13,3
EM PRODUÇÃO;5416;FIO NYLON 1/2 3.0 AG25 C/24 PROCARE;200;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;101;0;119;1,7;0,9;2,5
EM PRODUÇÃO;5421;FIO NYLON 1/2 5.0 AG15 C/24 PROCARE;520;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;14/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 50%;195;0;132;3,9;1,5;5,4
EM PRODUÇÃO;6036;SERINGA HIP 10ML SLIP LAT C/250 (SR);1.200,00;PRIORIDADE;SERINGAS CONVENCIONAIS;01/05/2026;SR;15/08/2026;(vazio);05/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;0;0;1800;0,7;0;0,7
EM PRODUÇÃO;6037;SERINGA HIP 3ML SLIP C/500  (SR);500;PRIORIDADE;(vazio);01/05/2026;SR;15/08/2026;(vazio);05/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;18;0;1000;0,5;0;0,5
EM PRODUÇÃO;6038;SERINGA HIP 5ML SLIP C/500  (SR);1.000,00;PRIORIDADE;(vazio);01/05/2026;SR;15/08/2026;(vazio);05/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;1;0;1600;0,6;0;0,6
EM PRODUÇÃO;6039;SERINGA HIP 10ML LOCK C/250 (SR);600;PRIORIDADE;(vazio);01/05/2026;SR;15/08/2026;(vazio);05/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;0;0;2000;0,3;0;0,3
EM PRODUÇÃO;6041;SERINGA HIP 3ML LOCK PY C/500 (SR);800;PRIORIDADE;(vazio);01/05/2026;SR;15/08/2026;(vazio);05/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;0;0;1000;0,8;0;0,8
EM PRODUÇÃO;6042;SERINGA HIP 5ML LOCK C/500 PY (SR);800;PRIORIDADE;(vazio);01/05/2026;SR;15/08/2026;(vazio);05/08/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;0;0;1000;0,8;0;0,8
