STATUS PROCESSO;CÓDIGO;DESCRIÇÃO;QUANTIDADE;NÍVEL DE URGÊNCIA;FAMILIA;PO# REF;FORNECEDOR;PREV. CHEGADA CD;DATA REAL CHEGADA CD;PREV. ATRACAÇÃO;DATA REAL ATRACAÇÃO ;QTDE 40';QTDE 20';SEMANA;PARES;TOP FAMILIA;ESTOQUE;BACKORDER;MÉDIA;COBERTURA CHEGANDO;COBERTURA HOJE;COBERTURA TOTAL
EMBARCADO;3942;CATETER INTRA PUR SEG 24G C/100 (PM);5.000,00;ESTÁVEL;CATETERES DE SEGURANCA;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);4º;;FAMILIA 80%;5867;0;500;10;11,734;21,734
EMBARCADO;4950;BOLSA COL URINA S/F 2000 ML;468;ESTÁVEL;BOLSA DE URINA;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);4º;;FAMILIA 80%;74001;0;35000;0,013371429;2,114314286;2,127685714
EM PRODUÇÃO;3949;TUBO MINI 0.5ML SECO/ATIVADOR C/50 (IM);2.200,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;0;FAMILIA 50%;1459;0;500;4,4;2,918;7,318
EM PRODUÇÃO;3950;TUBO MINI 0.5ML COM GEL C/50 (IM);3.000,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;0;FAMILIA 50%;3567;0;600;5;5,945;10,945
EM PRODUÇÃO;3952;TUBO MINI 0.5ML EDTA K2 C/ 50 (IM);21.000,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 50%;4324;0;4000;5,25;1,081;6,331
EM PRODUÇÃO;3953;TUBO MINI 0.5ML FLUOR DE SODIO C/50 (IM);1.000,00;ESTÁVEL;MINITUBOS;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 50%;813;0;311,6666667;3,20855615;2,60855615;5,817112299
EM PRODUÇÃO;4253;SCALP VACUO 21G C/100 (JH);16300;ESTÁVEL;SCALPS A VACUO;IMP000028-HONGDA;HONGDA;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;16830;0;8000;2,0375;2,10375;4,14125
EM PRODUÇÃO;4254;SCALP VACUO 23G C/100 (JH);16.300,00;ESTÁVEL;SCALPS A VACUO;IMP000028-HONGDA;HONGDA;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;0;FAMILIA 80%;14486;0;8000;2,0375;1,81075;3,84825
EM PRODUÇÃO;7008;AGULHA CANETA INSUL C/100 31GH;500;ESTÁVEL;AGULHAS;IMP000028-HONGDA;HONGDA;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;456;0;10,66666667;46,875;42,75;89,625
EM PRODUÇÃO;50067;TUBO PRETO VHS 1,6ML VIDRO C/100 (IM);1.250,00;ESTÁVEL;TUBOS VACUO DE VIDRO;26BR11101;IMPROVE;24/07/2026;(vazio);19/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 50%;822;0;250;5;3,288;8,288
EMBARCADO;484;BOLSA COL URINA S/F  C/100 SOLIDOR;500;PRIORIDADE;BOLSA DE URINA;IMP000013-MEDLINE;MEDLINE;27/07/2026;(vazio);21/07/2026;(vazio);1;(vazio);5º;;FAMILIA 80%;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!
EMBARCADO;485;BOLSA COL URINA C/F C/100 SOLIDOR;300;PRIORIDADE;BOLSA DE URINA;IMP000013-MEDLINE;MEDLINE;27/07/2026;(vazio);21/07/2026;(vazio);1;(vazio);5º;;FAMILIA 80%;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!
EMBARCADO;AM80201;AGULHA HIPODERMICA SEG 20X5,5 (ML);31;CRÍTICO;AGULHAS DE SEGURANCA;IMP000014-MEDLINE-SAMPLES;MEDLINE;27/07/2026;(vazio);21/07/2026;(vazio);1;(vazio);5º;;#N/D;0;0;#N/D;#N/D;#N/D;#N/D
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);65.600,00;ESTÁVEL;EQUIPOS;IMP000029-WEIGAO-B;WEIGAO;28/07/2026;(vazio);23/07/2026;(vazio);4;(vazio);5º;;FAMILIA 50%;7143;0;100000;0,656;0,07143;0,72743
EM PRODUÇÃO;4257;SCALP INFUSAO SEG 21G C/100 (ML);2000;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;939;0;236,3333333;8,462623413;3,973201693;12,43582511
EM PRODUÇÃO;4258;SCALP INFUSAO SEG 23G C/100 (ML);3.500,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;213;0;750;4,666666667;0,284;4,950666667
EM PRODUÇÃO;4259;SCALP INFUSAO SEG 25G C/100 (ML);1.300,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;40;0;96,33333333;13,49480969;0,415224913;13,9100346
EM PRODUÇÃO;4262;SCALP VACUO SEG 21G C/100 (ML);4.500,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;0;FAMILIA 80%;944;0;800;5,625;1,18;6,805
EM PRODUÇÃO;4263;SCALP VACUO SEG 23G C/100 (ML);15.000,00;ESTÁVEL;SCALP;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;0;FAMILIA 80%;2189;0;1800,666667;8,330248056;1,215660866;9,545908923
EM PRODUÇÃO;4264;SCALP VACUO SEG 25G C/100 (ML);4.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;0;FAMILIA 80%;232;0;159;25,1572327;1,459119497;26,6163522
EM PRODUÇÃO;80197;AGULHA HIPODERMICA SEG 20X6 (ML);3.000,00;CRÍTICO;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;0;0;1000;3;0;3
EM PRODUÇÃO;80198;AGULHA HIPODERMICA SEG 30X8 C/100 LABOR;3000;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;2863;0;789,3333333;3,800675676;3,627111486;7,427787162
EM PRODUÇÃO;80199;AGULHA HIPODERMICA SEG 30X7 C/100 LABOR;5000;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;360;0;500;10;0,72;10,72
EM PRODUÇÃO;80200;AGULHA HIPODERMICA SEG 13X4,5 C/100 LABOR;5000;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;51;0;1000;5;0,051;5,051
EM PRODUÇÃO;80201;AGULHA HIPODERMICA SEG 20X5,5 (ML);500;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;42;0;295;1,694915254;0,142372881;1,837288136
EM PRODUÇÃO;80203;AGULHA HIPODERMICA SEG 25X8 C/100 LABOR;2.000,00;ESTÁVEL;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;919;0;2000;1;0,4595;1,4595
EM PRODUÇÃO;80204;AGULHA HIPODERMICA SEG 40X12 C/100 LABOR;15.000,00;CRÍTICO;AGULHAS DE SEGURANCA;IMP000031;MEDLINE;29/07/2026;(vazio);25/07/2026;(vazio);(vazio);(vazio);5º;;OUTROS;0;0;5000;3;0;3
EMBARCADO;5465;TUBO AMARELO GEL 3,5ML PLAST C/100 (AY);10.008,00;ESTÁVEL;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;4037;0;8000;1,251;0,504625;1,755625
EMBARCADO;5466;TUBO AMARELO GEL 5ML PLAST C/100 (AY);7.500,00;ESTÁVEL;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;624;0;9000;0,833333333;0,069333333;0,902666667
EMBARCADO;5467;TUBO AMARELO GEL 8ML PLAST C/100 (AY);1500;ESTÁVEL;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;2953;0;600;2,5;4,921666667;7,421666667
EMBARCADO;50145N;TUBO VERM SILIC 4ML PLAST C/100 (AY);6000;CRÍTICO;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;0;0;3000;2;0;2
EMBARCADO;50148N;TUBO ROXO EDTA K3 4ML PLAST C/100 (AY);36000;CRÍTICO;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;0;0;12000;3;0;3
EMBARCADO;50149N;TUBO ROXO EDTA K2 2ML PLAST C/100 (AY);6.000,00;PRIORIDADE;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;0;0;2000;3;0;3
EMBARCADO;50150N;TUBO AZUL CITRATO 1,8ML PLT C/100 (AY);6.000,00;CRÍTICO;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;0;0;2000;3;0;3
EMBARCADO;50151N;TUBO AZUL CITRATO 3,6ML PLT C/100 (AY);10.008,00;PRIORIDADE;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;0;0;1700;5,887058824;0;5,887058824
EMBARCADO;50153N;TUBO CINZA FLUORETO 4ML PLAST C/100 (AY);12.000,00;PRIORIDADE;TUBOS VACUO DE PLASTICO;IMP000032-AYSET;AYSET;30/07/2026;(vazio);20/07/2026;(vazio);(vazio);(vazio);5º;;FAMILIA 50%;0;0;2500;4,8;0;4,8
EMBARCADO;80;SCALP INFUSAO 21G LOCK PVC C/100 SOLIDOR;6000;ESTÁVEL;EQUIPOS;26.02-MEQ-2;MEDICO IND.;01/08/2026;(vazio);25/07/2026;(vazio);3;(vazio);Aguardando;;FAMILIA 80%;4954;0;3907;1,535705145;1,267980548;2,803685692
EMBARCADO;82;SCALP INFUSAO 25G LOCK PVC C/100 SOLIDOR;3.000,00;CRÍTICO;SCALPS SIMPLES;26.02-MEQ-2;MEDICO IND.;01/08/2026;(vazio);25/07/2026;(vazio);3;(vazio);Aguardando;;FAMILIA 80%;0;0;2500;1,2;0;1,2
EMBARCADO;83;SCALP INFUSAO 27G LOCK PVC C/100 SOLIDOR;2.000,00;ESTÁVEL;EQUIPOS;26.02-MEQ-2;MEDICO IND.;01/08/2026;(vazio);25/07/2026;(vazio);3;(vazio);Aguardando;;FAMILIA 80%;724;0;250;8;2,896;10,896
EMBARCADO;86;SCALP INFUSAO 23G LOCK PGC C/100 SOLIDOR;1.000,00;CRÍTICO;SCALPS SIMPLES;26.02-MEQ-2;MEDICO IND.;01/08/2026;(vazio);25/07/2026;(vazio);3;(vazio);Aguardando;;FAMILIA 80%;0;0;250;4;0;4
EMBARCADO;487;EQUIPO TRANSF SANGUE CAM2 C/100 LAMEDID;3.000,00;ESTÁVEL;EQUIPOS;26.02-MEQ-2;MEDICO IND.;01/08/2026;(vazio);25/07/2026;(vazio);3;(vazio);Aguardando;;FAMILIA 80%;6090;0;2000;1,5;3,045;4,545
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);65.600,00;ESTÁVEL;EQUIPOS;IMP000027-WEIGAO;WEIGAO;01/08/2026;(vazio);22/07/2026;(vazio);4;(vazio);Aguardando;;FAMILIA 50%;7143;0;100000;0,656;0,07143;0,72743
PRONTO PARA EMBARQUE;4253;SCALP VACUO 21G C/100 (JH);11.000,00;ESTÁVEL;SCALPS A VACUO;26.01-HONGDA;HONGDA;03/08/2026;(vazio);28/07/2026;(vazio);1;(vazio);Aguardando;;FAMILIA 80%;16830;0;8000;1,375;2,10375;3,47875
PRONTO PARA EMBARQUE;4254;SCALP VACUO 23G C/100 (JH);11.000,00;ESTÁVEL;SCALPS A VACUO;26.01-HONGDA;HONGDA;03/08/2026;(vazio);28/07/2026;(vazio);1;(vazio);Aguardando;;FAMILIA 80%;14486;0;8000;1,375;1,81075;3,18575
PRONTO PARA EMBARQUE;4255;SCALP VACUO 25G C/100 (JH);1400;ESTÁVEL;SCALPS A VACUO;26.01-HONGDA;HONGDA;03/08/2026;(vazio);28/07/2026;(vazio);1;(vazio);Aguardando;;FAMILIA 80%;2496;0;1000;1,4;2,496;3,896
PRONTO PARA EMBARQUE;455;EQUIPO MICRO BURETA DESC C/100 SOLIDOR;2.000,00;ESTÁVEL;EQUIPOS;26.03MEQ-1;MEDICO IND.;04/08/2026;(vazio);28/07/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;1464;0;424,6666667;4,709576138;3,447409733;8,156985871
PRONTO PARA EMBARQUE;487;EQUIPO TRANSF SANGUE CAM2 C/100;3.000,00;ESTÁVEL;EQUIPOS;26.03MEQ-1;MEDICO IND.;04/08/2026;(vazio);28/07/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 80%;6090;0;2000;1,5;3,045;4,545
EM PRODUÇÃO;374;TORNEIRA 3 VIAS LOCK C/TRAV C/50 SOLIDOR;10.000,00;ESTÁVEL;TORNEIRAS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);Aguardando;374 | 9602;OUTROS;20066;0;8000;1,25;2,50825;3,75825
EM PRODUÇÃO;375;TORNEIRA 3 VIAS SLIP S/TRAV C/50 SOLIDOR;5.000,00;ESTÁVEL;TORNEIRAS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;4089;0;1200;4,166666667;3,4075;7,574166667
EM PRODUÇÃO;378;SERINGA HIP S/AG SLIP 5ML C/100 PROCARE;12.510,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);Aguardando;378 | 6038 | 5478;FAMILIA 80%;0;0;4000;3,1275;0;3,1275
EM PRODUÇÃO;379;SERINGA HIP S/AG SLIP 10ML C/100 PROCARE;11.508,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);Aguardando;379 | 6036;FAMILIA 80%;0;0;3500;3,288;0;3,288
EM PRODUÇÃO;404;SERINGA HIP S/AG SLIP 20ML C/50 PROCARE;10.000,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);Aguardando;0;FAMILIA 80%;125;0;5000;2;0,025;2,025
EM PRODUÇÃO;4737;TAMPA LUER C/ MEMBRANA C/250 (BM);1.500,00;ESTÁVEL;TAMPA PARA CONECTOR;IMP000040-BIOMED;BIOMED;08/08/2026;(vazio);03/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;1370;0;500;3;2,74;5,74
EM PRODUÇÃO;267;CANULA NASAL ADU T/O C/EXT C/100 SOLIDOR;3.000,00;ESTÁVEL;CANULAS NASAIS DE OXIGENIO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;0;OUTROS;5451;0;3000;1;1,817;2,817
EM PRODUÇÃO;268;ESFIGMOMANOMETRO AZUL METAL SOLIDOR;1.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;0;OUTROS;2671;0;350;4,285714286;7,631428571;11,91714286
EM PRODUÇÃO;289;BRACADEIRA AP DE PRESSAO VELCRO SOLIDOR;1600;ESTÁVEL;OUTROS EQUIPAMENTOS;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;2332;0;120;13,33333333;19,43333333;32,76666667
EM PRODUÇÃO;291;MANGUITO P/ APARELHO DE PRESSAO SOLIDOR;400;ESTÁVEL;OUTROS EQUIPAMENTOS;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;809;0;100;4;8,09;12,09
EM PRODUÇÃO;292;VALVULA APARELHO DE PRESSAO SOLIDOR;2.000,00;ESTÁVEL;OUTROS EQUIPAMENTOS;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;408;0;1000;2;0,408;2,408
EM PRODUÇÃO;308;MANOMETRO SOLIDOR;2500;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;0;OUTROS;346;0;20;125;17,3;142,3
EM PRODUÇÃO;396;SERINGA INS 1ML 13X0,33 C/100 SOLIDOR;3.000,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000034-MEDICO IND;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);2;(vazio);Aguardando;0;OUTROS;0;0;1500;2;0;2
EM PRODUÇÃO;408;SERINGA INS 1ML 13X0,33 C/100 SOLIDOR;10.000,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000034-MEDICO IND;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;0;OUTROS;0;0;10000;1;0;1
EM PRODUÇÃO;453;SERINGA INS 1ML 8X0,30 C/100 SOLIDOR;20.000,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000034-MEDICO IND;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;0;OUTROS;0;0;10000;2;0;2
EM PRODUÇÃO;490;FIO POLIPROP 1/2 0 AG40 C/24 PROCARE;800;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 50%;218;0;50;16;4,36;20,36
EM PRODUÇÃO;558;KIT ESFIGMOMANOMETRO VELCRO SOLIDOR;5000;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;3345;0;1000;5;3,345;8,345
EM PRODUÇÃO;560;KIT METAL ESFIGMOMANOMETRO SOLIDOR;3.000,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;2007;0;400;7,5;5,0175;12,5175
EM PRODUÇÃO;589;ESTETOSCOPIO HN SIMPLES-PRETO SOLIDOR;1.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;290;0;600;2,5;0,483333333;2,983333333
EM PRODUÇÃO;590;ESTETOSCOPIO HN DUPLO-PRETO SOLIDOR;1500;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;303;0;500;3;0,606;3,606
EM PRODUÇÃO;591;KIT ESTETOSCOPIO VELCRO SIMPLES SOLIDOR;5.000,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;3345;0;1000;5;3,345;8,345
EM PRODUÇÃO;592;KIT ESTETOSCOPIO METAL SIMPLES SOLIDOR;3.000,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;2007;0;400;7,5;5,0175;12,5175
EM PRODUÇÃO;721;ESFIGMOMANOMETRO PRETO VELCRO SOLIDOR;1.500,00;CRÍTICO;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;0;0;1000;1,5;0;1,5
EM PRODUÇÃO;1072;ESTETOSCOPIO HN DUPLO AZUL SOLIDOR;1.500,00;ESTÁVEL;MEDIDOR DE PRESSAO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;1751;0;100;15;17,51;32,51
EM PRODUÇÃO;5231;FIO NYLON 3/8 3.0 AG20 C/24 PROCARE - D;30.000,00;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;231 | 5231;FAMILIA 50%;30313;0;4000;7,5;7,57825;15,07825
EM PRODUÇÃO;5232;FIO AGULHADO NYLON 3025 C/24 PROCARE;4.000,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;#N/D;#N/D;3351;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5235;FIO AGULHADO NYLON 4025 C/24 PROCARE;6000;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 50%;5496;0;315;19,04761905;17,44761905;36,4952381
EM PRODUÇÃO;5236;FIO AGULHADO NYLON 3/8 4.0 AG30 C/24 PROCARE;5.000,00;CRÍTICO;FIO AGULHADO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 50%;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!
EM PRODUÇÃO;5237;FIO AGULHADO NYLON 5015 C/24 PROCARE;4.000,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;#N/D;1401;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5239;FIO AGULHADO NYLON 5025 C/24 PROCARE;2000;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;#N/D;#N/D;1766;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5244;FIO AGULHADO NYLON 3/8 0 AG25 C/24 PROCARE;320;CRÍTICO;FIO AGULHADO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;#N/D;#N/D;0;0;#N/D;#N/D;#N/D;#N/D
EM PRODUÇÃO;5249;FIO AGULHADO NYLON 130 C/24 PROCARE;1.520,00;ESTÁVEL;FIO AGULHADO;26.06MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;5239 | 239;FAMILIA 50%;672;0;50;30,4;13,44;43,84
EM PRODUÇÃO;5415;FIO NYLON 1/2 3.0 AG20 C/24 PROCARE;3000;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 50%;40;0;229,3333333;13,08139535;0,174418605;13,25581395
EM PRODUÇÃO;5416;FIO NYLON 1/2 3.0 AG25 C/24 PROCARE;200;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 50%;101;0;118,6666667;1,685393258;0,851123596;2,536516854
EM PRODUÇÃO;5421;FIO NYLON 1/2 5.0 AG15 C/24 PROCARE;520;ESTÁVEL;FIO AGULHADO;26.06-MGE;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 50%;195;0;131,6666667;3,949367089;1,481012658;5,430379747
EM PRODUÇÃO;7446;AGULHA LEBEL 30GX4X0,30 C/100 PROBEAUTY;4000;ESTÁVEL;AGULHAS ANESTESICA;IMP000034-MEDICO IND;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;590;0;800;5;0,7375;5,7375
EM PRODUÇÃO;7448;AGULHA LEBEL 32GX4X0,23 C/100 PROBEAUTY;4500;CRÍTICO;AGULHAS ANESTESICA;IMP000034-MEDICO IND;MEDICO IND.;11/08/2026;(vazio);04/08/2026;(vazio);(vazio);(vazio);Aguardando;;OUTROS;0;0;4000;1,125;0;1,125
EM PRODUÇÃO;3801;ESCOVA CERVICAL C/100 (SW);6000;ESTÁVEL;ESCOVAS;IMP000072-WEIGAO;WEIGAO;12/08/2026;(vazio);02/08/2026;(vazio);(vazio);(vazio);Aguardando;3801 | 3802;OUTROS;2165;0;500;12;4,33;16,33
EM PRODUÇÃO;3802;ESCOVA CERVICAL ESTERIL C/100 (SW);6000;ESTÁVEL;ESCOVAS;IMP000072-WEIGAO;WEIGAO;12/08/2026;(vazio);02/08/2026;(vazio);(vazio);(vazio);Aguardando;3801 | 3802;OUTROS;3029;0;1500;4;2,019333333;6,019333333
EM PRODUÇÃO;5019;ADAPTADOR P/ AGULHA A VACUO PADRAO (SW);120.000,00;ESTÁVEL;ADAPTADORES PARA TUBOS A VACUO;IMP000072-WEIGAO;WEIGAO;12/08/2026;(vazio);02/08/2026;(vazio);(vazio);(vazio);Aguardando;0;OUTROS;82269;0;40000;3;2,056725;5,056725
PRONTO PARA EMBARQUE;341;AGULHA HIP 25X7 C/100 SOLIDOR;20.000,00;ESTÁVEL;AGULHAS HIPODERMICAS;26.03-MAGU-2;MEDICO IND.;12/08/2026;(vazio);05/08/2026;(vazio);(vazio);(vazio);Aguardando;;FAMILIA 50%;37140;0;45000;0,444444444;0,825333333;1,269777778
